,sentence_1_id,sentence_2_id,sentence_1,sentence_2,label
95,a95,b95,"This stemmed partly from his inspection of Allied air force units during the Korean War, when he observed that those employing American hardware were far better served with spare parts and replacement aircraft than those with British equipment.McCauley instigated the redevelopment of RAAF Base Darwin in the Northern Territory as the first stage of a forward defence strategy.","He aimed to make Darwin the ""main Australian base for war"" and a launching point for deployments to Southeast Asia, rather than simply a transit station.",1
96,a96,b96,"Over the next ten years, No.","5 Airfield Construction Squadron transformed the base's runways, buildings and other infrastructure into a modern facility capable of handling major operations.",1
97,a97,b97,"This concept was taken another step by McCauley's successor as CAS, Air Marshal Scherger, who conceived a series of front-line ""bare bases"" across Northern Australia, beginning with plans for RAAF Base Tindal in 1959.After his retirement from the RAAF on 18 March 1957, In 1970, he played a leading role in organising the Australian Services Council (later the Australian Veterans and Defence Services Council) to co-ordinate lobbying efforts for various veterans' groups, and became its first chairman.McCauley died in Sydney's St Vincent's Hospital on 3 February 1989, following a stroke.","Aged 89, he was survived by his three children; his wife had died two years earlier.",1
98,a98,b98,Sonic: After the Sequel is a 2013 platform video game created by Brazilian student Felipe Daneluz (LakeFeperd).,It is an unofficial game based on the Sonic the Hedgehog series and set between the official games Sonic the Hedgehog 2 and Sonic the Hedgehog 3.,1
99,a99,b99,"Daneluz's second Sonic game, it follows Sonic: Before the Sequel, which set between the original Sonic the Hedgehog and Sonic the Hedgehog 2.","Like its predecessor, After the Sequel stars Sonic the Hedgehog and his sidekick Tails in a quest to retrieve the Chaos Emeralds from Doctor Eggman.After the Sequel was inspired by Sonic Heroes and other games both inside and outside the Sonic series, and it was developed with Sonic Worlds, an engine based in Multimedia Fusion 2 that reduces the amount of computer programming involved in game creation.",1
100,a100,b100,"It was released as a free download for Microsoft Windows personal computers on June 15, 2013.","The game was very well received by video game journalists, who lauded its preservation of retro Sonic gameplay and its eclectic, 1990s-style soundtrack.",1
101,a101,b101,"The trilogy of Before the Sequel, After the Sequel, and their successor Sonic Chrono Adventure performed unusually well for fangames, having been downloaded 120,000 times by March 2014.After the Sequel is a 2D platformer in the style of the Sonic games for the Sega Genesis.The player collects rings in zones and boss fights as a form of health: upon being hit by an enemy or harmful obstacle, the player's rings will scatter and can be recollected.","Being hit while carrying no rings, being crushed by an obstacle, or falling into a bottomless pit causes the player to lose a life; running out of lives results in a game over screen, after which the player must restart the zone from act one.",1
102,a102,b102,"Conversely, collecting 100 rings gets the player an extra life, and completing an act with 50 takes the player to a special stage, where they can collect rings for extra lives.","The game also features power-ups throughout its zones,At the end of Sonic the Hedgehog 2, Sonic and Tails fly over the ocean in Tails' biplane, the Tornado, after defeating Doctor Eggman.",1
103,a103,b103,After the Sequel depicts Sonic and Tails noticing a forested island and deciding to make a landing and explore.,"After completing the first zone, Sonic finds a robot resembling Tails—a trap sprung by Eggman.",1
104,a104,b104,The robot ensnares Sonic in a forcefield while Eggman steals Sonic's Chaos Emeralds.,Sonic escapes and sets out with Tails to recover the Emeralds.The two travel through more zones and fight Eggman at the end of each one.,1
105,a105,b105,"They follow Eggman to a forest, where he leads a massive logging operation.","Together with Mighty the Armadillo, they destroy his machinery and stop the operation.",1
106,a106,b106,They continue through the forest and find ghosts that frighten Tails.,"Destroying one of Eggman's robots lets Sonic see its internal architecture, including a screen that shows Eggman's plans to create an empire and drop a floating island into the sea.In Parhelion Peak, the game's snow zone, Sonic and Tails notice a feather float down from the sky.",1
107,a107,b107,"They board another of Eggman's airships and complete another zone, whereupon they find another feather.","They trace the feathers to Eggman's bird-like robot, which is guarding the Emeralds.",1
108,a108,b108,Sonic retrieves the Emeralds and uses them to become Super Sonic.,He fights the robot as the game's final boss.,1
109,a109,b109,"After its defeat, Sonic and Tails fly aboard the Tornado once more—the segue into the events of Sonic the Hedgehog 3.After the Sequel was created by Felipe Daneluz (known on the Internet as ""LakeFeperd""), a student from São Paulo, Brazil.","Unlike many longtime Sonic fans, Daneluz remained supportive of the series through its ""dark age"" in the mid to late 2000s and enjoyed games such as Sonic Riders.After the Sequel's zones were inspired largely by those of Sonic Heroes.The music composition and recording were handled by underground musicians Falk Au Yeong, Funk Fiction, Andy Tunstall,In August 2017, Daneluz re-released the game as Sonic: After the Sequel DX.",1
110,a110,b110,"This version features improved physics, the addition of the drop dash from Sonic Mania, and a new final boss.After the Sequel has received positive coverage for its revitalization of retro Sonic gameplay.","Tony Ponce of Destructoid summarized it as ""quite the fun little gem that keeps the Genesis-era Sonic spirit alive"".",1
111,a111,b111,"He contrasted the retro, fan-made After the Sequel with Sega's efforts to create high-quality 3D titles, lamenting that, fifteen years after the release of Sonic Adventure, Sega was ""only now starting to get the hang of the third dimension.","""The game's music has been particularly well received.",1
112,a112,b112,"Ponce called it ""the best music ever"" and ""simply indescribable"", opining that it raised an already high-quality product ""to god tier"".The game is available as a free download for Windows personal computers.","As of March 2014, the trilogy had been downloaded 120,000 times—an unusually high number for fangames—as compared to the 640,000 copies of the official game Sonic Lost World (also released in 2013) sold on the Wii U by the same time.",1
